Column 1,Facility Type,Inmate Sex,State,City,ZIP Code,Physical Address,Inmate Mailing Address,Newspaper Delivery Address,Facility Phone Number,Website URL,Facility Mail Policy Link,Inmate Search Link,Contact Via Email,Facility Contact Name / Phone,Security Level,Population Size,Vendor Required,Approved Vendors,Vendor Approval Status,Books Allowed,Paperback Allowed,Hardcover Allowed,Single Magazine Allowed,Magazines Allowed,Newspapers Allowed,MailCall Newspapers Allowed,Tattoo Books Allowed,Urban Content Allowed,Restrictions,Sexually Explicit Content Allowed,Adult Magazines Allowed,Other,Must Ship Direct from Publisher,Used Books Allowed,Max Books Per Package / Shipment,Max Size of Publications Restriction,Special Notes on Packaging,Common Rejection Reasons,Strict Facility,Other,Mailroom Contact Name,Mailroom Phone,Mailroom Email,Last Updated Date,Source (Website/Phone/Other),Confidence Level,Internal Notes
"Laramie County Juvenile Services Center",County Jail,Both,Wyoming,Cheyenne,82007,"13794 Prairie Center Cir, Cheyenne, WY 82007,","13794 Prairie Center Cir, Cheyenne, WY 82007,",,"307-775-7301",https://dfs.wyo.gov/services/juvenile-services/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bayfield County Jail	",County Jail,Both,Wisconsin,Washburn,54891,"2nd Ave E, Washburn, WI 54891, 
","2nd Ave E, Washburn, WI 54891, ",,"715-373-6117",https://www.bayfieldcounty.wi.gov/410/Bayfield-County-Jail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Richmond County Sheriff
",Sheriff Office,Both,Virginia,Warsaw,22572," Wallace St, Warsaw, VA 22572, 
"," Wallace St, Warsaw, VA 22572, 
",,"804-333-3611
",https://www.richmondcountysheriffsoffice.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Buchanan County Sheriff Office",Sheriff Office,Both,Virginia,Vansant,24656," Lovers Gap Rd, Vansant, VA 24656,
","Lovers Gap Rd, Vansant, VA 24656,
",," 276-935-2313
",https://www.co.buchanan.mo.us/sheriffs-office,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Newaygo County Jail
",County Jail,Both,Michigan ,White Cloud,49349,"1035 E James St, White Cloud, MI 49349, ","1035 E James St, White Cloud, MI 49349, ",," 231-689-7024
",https://www.newaygocountymi.gov/departments/county-jail/county-jail/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Uintah County Sheriff's Office",Sheriff Office,Both,Utah,vernal,84078," E 300 S, Vernal, UT 84078, 
"," E 300 S, Vernal, UT 84078, 
",," 435-789-2511
 
",https://www.uintah.gov/residents/sheriff_s_office.php,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Clark County Sheriff West Precinct

",Sheriff Office,Both,Washington,Ridgefield,98642,"Clark County Sheriff West Precinct
","NW 179th St, Ridgefield, WA 98642, 
",,"360-397-2211",https://clark.wa.gov/sheriff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Randolph County Sheriff's Office
",Sheriff Office,Both,Arkansas ,Pocahontas,72455,"1510 Pace Rd, Pocahontas, AR 72455, 
","1510 Pace Rd, Pocahontas, AR 72455, 
.",,"870-892-8888",https://www.randolphcountysheriff.org/,https://www.randolphcountysheriff.org/plugins/show_image.php?id=355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Choctaw County Sheriff Department",Sheriff Office,Both,Mississippi ,Ackerman,39735,"122 Jail House Rd, Ackerman, MS 39735, ","122 Jail House Rd, Ackerman, MS 39735, ",,"662-285-6129",https://choctawcosheriff.com/,https://choctawcosheriff.com/inmate-mail#policies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hunterdon County Jail	",County Jail,Both,New Jersey,Flemington,8822," Park Ave, Flemington, NJ 08822,
"," Park Ave, Flemington, NJ 08822,",,"  908-788-1184",https://www.co.hunterdon.nj.us/377/Current-Population-Active-Charges,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Johnston County Sheriff's Department	
",Sheriff Office,Both,North Carolina,Smithfield,27577,"2875 US-70 BUS, Smithfield, NC 27577
","2875 US-70 BUS, Smithfield, NC 27577",,"919-989-5010",https://jcso.org/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Gunnison County Sheriff's Office
",Sheriff Office,Both,Colorado,Gunnison,81230,"510 W Bidwell Ave, Gunnison, CO 81230,
","510 W Bidwell Ave, Gunnison, CO 81230,",," 970-641-1113",https://www.gunnisoncounty.org/1119/Sheriffs-Office,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ulster County Jail	",County Jail,Both,New York,Kingston,12401," 380 Boulevard Kingston, NY 12401"," 380 Boulevard Kingston, NY 12401",," (845) 340-7494
",https://www.ulstersheriffny.gov/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Montgomery County Sheriff's Office",Sheriff Office,Both,Texas,Conroe,77301," Conroe, TX 77301, 
"," Conroe, TX 77301, ",,"936-760-5800",https://www.mctxsheriff.org/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Saluda County Sheriff's Office
",Sheriff Office,Both,South Carolina,Saluda,29138,"100 Law Enforcement Dr, Saluda, SC 29138,
","100 Law Enforcement Dr, Saluda, SC 29138,",," 864-445-2112",https://saludacounty.sc.gov/departments/sheriff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hamilton County Jail
",County Jail,Both,Indiana,Noblesville,46060,"18102 Cumberland Rd, Noblesville, IN 46060, 
","18102 Cumberland Rd, Noblesville, IN 46060, ",,"317-776-9800",https://www.hcso.org/justice-center-services/inmate-search/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"White County Jail",County Jail,Both,Illinois ,Carmi,62821,"108 N Main Cross St, Carmi, IL 62821","108 N Main Cross St, Carmi, IL 62821",,(618) 382-7149,https://www.whitecountyjail.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Utah County Jail,County Jail,Both,Utah,Spanish Fork,84660,"3075 N Main St, Spanish Fork, UT 84660","3075 N Main St, Spanish Fork, UT 84660",,"(801) 851-4200
",https://sheriff.utahcounty.gov/corrections/inmateSearch,https://sheriff.utahcounty.gov/corrections/inmateServices,https://sheriff.utahcounty.gov/corrections/inmateSearch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jewell County Sheriff Department,Sheriff Office,Both,Kansas,Mankato,66956," 307 N Commercial St, Mankato, KS 66956"," 307 N Commercial St, Mankato, KS 66956",,(785) 378-3194,https://www.kansassheriffs.org/county_map/county/933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pueblo County Sheriff's Office,Sheriff Office,Both,Colorado,Pueblo,81003,"909 Court St, Pueblo, CO 81003","PO Box 247
Phoenix, MD 21131
",,(719) 583-6125,https://www.sheriff.co.pueblo.co.us/,https://www.sheriff.co.pueblo.co.us/392/Inmate-Mail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yankton County Jail,County Jail,Both,South Dakota,Yankton,57078," 410 Walnut St, Yankton, SD 57078"," 410 Walnut St, Yankton, SD 57078",,(605) 668-3567,https://www.yanktonsheriffsoffice.com/current-inmates,,,Sheriff@co.yankton.sd.us,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mountrail County Sheriff's Office,Sheriff Office,Both,North Dakota,Stanley,58784,"101 N Main St, Stanley, ND 58784","101 N Main St, Stanley, ND 58784",,(701) 628-2975,https://www.co.mountrail.nd.us/pages/sheriffs-office,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ellsworth County Sheriff's Office,Sheriff Office,Both,Kansas,Ellsworth,67439,"212 N Kansas Ave
Ellsworth, KS 67439","212 N Kansas Ave
Ellsworth, KS 67439",,785-472-4416,https://www.ellsworthcounty.org/government/sheriff_s_office/index.php,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vernon County Sheriff's Office,Sheriff Office,Both,Missouri ,Nevada,64772,"2040 E Hunter St, Nevada, MO 64772","2040 E Hunter St, Nevada, MO 64772",,"(417) 283-4400",https://www.vernoncosheriff.org/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ottawa County Sheriff's Office,Sheriff Office,Both,Ohio,Port Clinton,43452,"315 Madison St # 110, Port Clinton, OH 43452
","315 Madison St # 110, Port Clinton, OH 43452
",,(419) 734-4404,https://ottawacountysheriff.info/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Yuba County Sheriff's Department
",Sheriff Office,Both,California,Marysville,95901,"720 Yuba St, Marysville, CA 95901","720 Yuba St, Marysville, CA 95901",,(530) 749-7777,https://www.yuba.gov/departments/sheriff-coroner/index.php,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Auglaize County Sheriff
",Sheriff Office,Both,Ohio,Wapakoneta,45895,"1051 Dearbaugh Ave, Wapakoneta, OH 45895","1051 Dearbaugh Ave, Wapakoneta, OH 45895",,(419) 739-6565,"
https://www2.auglaizecounty.org/elected-officials/sheriff",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Houston County Sheriff's Office,Sheriff Office,Both,Georgia,Warner Robins,31088,"202 Carl Vinson Parkway
Warner Robins, GA 31088","202 Carl Vinson Parkway
Warner Robins, GA 31088",,478-542-2125,https://www.houstoncountyga.gov/government/sheriff.cms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Beaver County Jail,County Jail,Both,Pennyslvania,Aliquippa,15001,"6000 Woodlawn Rd, Aliquippa, PA 15001","6000 Woodlawn Rd, Aliquippa, PA 15001",,(724) 378-8177,https://www.beavercountypa.gov/departments/county-jail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greenbrier County Sheriff,Sheriff Office,Both,West Virginia ,Lewisburg,24901,"206 N Court St, Lewisburg, WV 24901","206 N Court St, Lewisburg, WV 24901",,(304) 647-6634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sedgwick County Sheriff's Office,Sheriff Office,Both,Kansas,Wichita,67203,"141 W Elm St, Wichita, KS 67203","141 W Elm St, Wichita, KS 67203",,(316) 660-3900,https://www.sedgwickcounty.org/sheriff/,,https://ssc.sedgwickcounty.org/inmatesearch/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Price County Sheriff's Office
",Sheriff Office,Both,Wisconsin,Phillips,54555,"164 Cherry St, Phillips, WI 54555","164 Cherry St, Phillips, WI 54555",,(715) 339-3011,https://pricecounty.wi.gov/997/Sheriffs-Office,,https://pricecounty.wi.gov/m/newsflash/home/detail/73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lebanon County Sheriff's Office,Sheriff Office,Both,Pennyslvania,Lebanon,17042,"400 South 8th Street
Lebanon, PA 17042-6794","400 South 8th Street
Lebanon, PA 17042-6794",,(717) 228-4410,https://www.lebanoncountypa.gov/departments/sheriffs-office,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Comal County Sheriff,Sheriff Office,Both,Texas,New Braunfels,78130,"3005 W San Antonio Street
New Braunfels, TX 78130","3005 W San Antonio Street
New Braunfels, TX 78130",,830-620-3400,https://www.comalcounty.gov/181/Sheriffs-Office,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Montgomery County Sheriff's Office",Sheriff Office,Both,Maryland,Rockville,20850,"50 Maryland Ave, Rockville, MD 20850","50 Maryland Ave, Rockville, MD 20850",,(240) 777-7000,https://www.montgomerycountymd.gov/sheriffs-office,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blount County Sheriff's Office,Sheriff Office,Both,Tennessee ,Maryville,37804,"940 E. Lamar Alexander Parkway
Maryville, TN 37804","940 E. Lamar Alexander Parkway
Maryville, TN 37804",,(865) 273-5000,https://www.bcso.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Meeker County Jail,County Jail,Both,Minnesota ,Litchfield,55355,"326 N Ramsey Avenue
Litchfield, MN  55355","326 N Ramsey Avenue
Litchfield, MN  55355",,320-693-5400,https://www.meekercountymn.gov/217/Sheriff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
San Luis Obispo Sheriff's Department,Sheriff Office,Both,California,Obispo,93405,"1585 Kansas Ave, San Luis Obispo, CA 93405","1585 Kansas Ave, San Luis Obispo, CA 93405",,(805) 781-4540,https://www.slocounty.ca.gov/departments/sheriff-coroner/contact-the-sheriff-s-office,https://www.slocounty.ca.gov/departments/sheriff-coroner/jail-information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jones County Sheriff Office,Sheriff Office,Both,North Carolina,Trenton,28585,"792 NC-58, Trenton, NC 28585","792 NC-58, Trenton, NC 28585",,(252) 448-0035,https://jonescountync.gov/departments/sheriffs-office/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Strafford County Sheriff,Sheriff Office,Both,New hampshire,Dover,/03820,"259 County Farm Rd, Dover, NH 03820","259 County Farm Rd, Dover, NH 03820",,(603) 742-4960,https://straffordcountyso.gov/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Broward Sheriff's Office,Sheriff Office,Both,Florida,Fort Lauderdale,33312,"2601 West Broward Boulevard
Fort Lauderdale, FL 33312","2601 West Broward Boulevard
Fort Lauderdale, FL 33312",,(954) 764 (4357),https://www.sheriff.org/,https://www.sheriff.org/search-results?q=Inmate+Mail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lowndes County Sheriff,Sheriff Office,Both,Georgia,Valdosta,31601,"120 Prison-Farm Rd, Valdosta, GA 31601","120 Prison-Farm Rd, Valdosta, GA 31601",,(229) 671-2900,https://www.lowndescounty.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
​Columbia County Sheriff's Office,Sheriff Office,Both,New York,Hudson,12534,"85 Industrial Tract
Hudson, New York 12534","85 Industrial Tract
Hudson, New York 12534",,(518) 828-3344,https://www.columbiacountysheriff.us/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Day County Sheriff,Sheriff Office,Both,South Dakota,Webster,57274," 710 2nd St W, Webster, SD 57274"," 710 2nd St W, Webster, SD 57274",,(605) 345-3222,https://daycountysheriff.org/index.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lycoming County Sheriff,Sheriff Office,Both,Pennyslvania,Williamsport,17701,"48 W 3rd St, Williamsport, PA 17701","48 W 3rd St, Williamsport, PA 17701",,(570) 327-2280,"
https://lycomingcountypa.gov/
 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Issaquena County Sheriff's Office,Sheriff Office,Both,Mississippi ,Mayersville,39113,"129 Court St, Mayersville, MS 39113","129 Court St, Mayersville, MS 39113",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Swisher County Sheriff’s Office,Sheriff Office,Both,Texas,Tulia,79088,"136 E Broadway Ave, Tulia, TX 79088","136 E Broadway Ave, Tulia, TX 79088",,(806) 995-3326,"
https://www.co.swisher.tx.us/page/swisher.Sheriff",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Choctaw County Sheriff's Office,Sheriff Office,Both,Oklahoma,Hugo,74743,"305 E Jefferson St.
Hugo, OK 74743","305 E Jefferson St.
Hugo, OK 74743",,(580) 326-2000,https://choctawcosheriff.com/contact-us,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madison Sheriff's Office,Sheriff Office,Both,Louisiana ,Tallulah,71282,"100 N Cedar St #3, Tallulah, LA 71282","100 N Cedar St #3, Tallulah, LA 71282",,(318) 574-1831,"
https://madisonso.com/index.html",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wayne County Sheriff Department,Sheriff Office,Both,Pennyslvania,Honesdale,18431,"925 Court St, Honesdale, PA 18431","925 Court St, Honesdale, PA 18431",,(570) 253-2641,https://waynecountypa.gov/500/Sheriff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piscataquis County Sheriff's Office,Sheriff Office,Both,Menard,Dover-Foxcroft,/04426,"52 Court Street
Dover-Foxcroft, ME 04426","52 Court Street
Dover-Foxcroft, ME 04426",,(207) 564-3304 ,https://www.piscataquis.us/sheriff/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Coconino County Sheriff,Sheriff Office,Both,Arizona,Flagstaff,86001,"911 E Sawmill Rd, Flagstaff, AZ 86001","911 E Sawmill Rd, Flagstaff, AZ 86001",,(928) 774-4523,https://www.coconino.az.gov/325/Sheriff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spartanburg County Sheriff's Office,Sheriff Office,Both,South Carolina,Spartanburg,29303,"8045 Howard Street
Spartanburg, SC 29303","8045 Howard Street
Spartanburg, SC 29303",,864-596-2222,https://www.spartanburgsheriff.org/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gibson County Sheriff's Office,Sheriff Office,Both,Indiana,Princeton,47670,"119 E Brumfield Ave, Princeton, IN 47670","119 E Brumfield Ave, Princeton, IN 47670",,(812) 385-3496,https://gibsoncountysheriff.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Platte County Sheriff Department
",Sheriff Office,Both,Wyoming,Wheatland,82201,"850 Maple St, Wheatland, WY 82201","850 Maple St, Wheatland, WY 82201",,(307) 322-2331,https://www.plattecountywyoming.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bamberg County Sheriff,Sheriff Office,Both,South Carolina,Bamberg,29003,"509 North St, Bamberg, SC 29003","509 North St, Bamberg, SC 29003",,(803) 245-3018,"https://www.bambergcounty.sc.gov/public-safety/sheriffs-office",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grant County Sheriff,Sheriff Office,Both,South Dakota,Milbank,57252,"222 E 5th Ave., Milbank, SD 57252
","222 E 5th Ave., Milbank, SD 57252
",,(605) 432-5853,https://grantcounty.sd.gov/about/,,,"Jeremy.Steffensen@grantcountysd.us",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seward County Sheriff,Sheriff Office,Both,Kansas,Liberal,67901,"501 N Washington Ave STE 101, Liberal, KS 67901","501 N Washington Ave STE 101, Liberal, KS 67901",,(620) 309-2000,https://www.sewardcountyks.org/102/Sheriffs-Office,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saguache County Sheriff,Sheriff Office,Both,Colorado,Saguache,81149,"530 5th Street
Saguache, CO 81149
","530 5th Street
Saguache, CO 81149
",,719.655.2544,"https://saguachecounty.colorado.gov/departments/sheriff",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lamar County Sheriff’s Office,Sheriff Office,Both,Texas,Paris,75460,"125 Brown Ave, Paris, TX 75460","125 Brown Ave, Paris, TX 75460",,(903) 737-2400,"
https://www.lamarcountytx.gov/page/lamar.Sheriff",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Grafton Sheriff's Department",Sheriff Office,Both,New Hampshire,North Haverhill,/03774,"3785 Dartmouth College Hwy, North Haverhill, NH 03774","3785 Dartmouth College Hwy, North Haverhill, NH 03774",,"
(603) 787-6911",https://www.co.grafton.nh.us/sheriffs-office/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kimball County Sheriff's Office",Sheriff Office,Both,Nebraska,Kimball,/69145,"114 East 3rd St, Kimball, NE 69145","114 East 3rd St, Kimball, NE 69145",,(308) 235-3615,"
https://www.kimballcountyne.gov/sheriff",,,"
dave.hottell@kimballcountyne.gov",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"
Lamoure County Sheriff's Office",Sheriff Office,Both,North Dakota,LaMoure,58458,"202 4th Ave NE, PO Box 97
LaMoure, ND 58458","202 4th Ave NE, PO Box 97
LaMoure, ND 58458",,(701) 883-6030,"https://lamourecountynd.com/sheriffs-office",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chatham County Sheriff's Office,Sheriff Office,Both,Georgia,Savannah,31405,"1050 Carl Griffin Drive
Savannah, GA 31405","1050 Carl Griffin Drive
Savannah, GA 31405",, (912) 652-7634,https://sheriff.chathamcountyga.gov/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cochran County Sheriff’s Office,Sheriff Office,Both,Texas,Morton,79346,"100 N Main St #B-7, Morton, TX 79346","100 N Main St #B-7, Morton, TX 79346",,(806) 266-5211,https://www.co.cochran.tx.us/page/cochran.Sheriff,,,jguerra@co.cochran.tx.us,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Merced County Sheriff's Office,Sheriff Office,Both,California,Merced,95340,"700 W. 22nd Street
Merced, CA 95340","700 W. 22nd Street
Merced, CA 95340",,(209) 385-7445,"
https://www.countyofmerced.com/3300/Sheriff-John-J-Latorraca",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bonneville County Jail,County Jail,Both,Idaho ,Idaho Falls,83401," 900 Environmental Way, Idaho Falls, ID 83401"," 900 Environmental Way, Idaho Falls, ID 83401",,(208) 529-1315,https://bonnevillesheriff.com/bonneville-county-jail/inmate-list/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pitkin County Sheriff,Sheriff Office,Both,Colorado,Aspen,81611,"530 E. Main St.
Suite 103
Aspen, CO 81611","530 E. Main St.
Suite 103
Aspen, CO 81611",,970-920-5300,https://www.pitkincounty.com/395/Jail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Menard County Sheriff's Office
",Sheriff Office,Both,Illinois ,Petersburg,62675,"102 S 7th St, Petersburg, IL 62675","102 S 7th St, Petersburg, IL 62675",,(217) 632-4458 ,https://menardcountyil.gov/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Caribou County Sheriff's Office,Sheriff Office,Both,Idaho,Soda Springs,83276,"475 E 2nd S, Soda Springs, ID 83276","475 E 2nd S, Soda Springs, ID 83276",,(208) 547-2561,https://www.caribousheriff.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Taylor County Sheriff's Office,Sheriff Office,Both,West Virginia ,Grafton,26354,"214 W Main St, Grafton, WV 26354","214 W Main St, Grafton, WV 26354",,(304) 265-3428,https://www.wvcountytaylor.com/sheriff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gallatin County Sheriff's Office,Sheriff Office,Both,Montana,Bozeman,59718," 677 Laura Louise Ln, Bozeman, MT 59718"," 677 Laura Louise Ln, Bozeman, MT 59718",,(406) 582-2100,https://gallatincountysheriff.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Smith County Sheriff’s Office,Sheriff Office,Both,Texas,Tyler,75702,"227 N Spring Ave, Tyler, TX 75702","227 N Spring Ave, Tyler, TX 75702",,(903) 590-2661,https://www.smithcountysheriff.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Chatham County Sheriff’s Office",Sheriff Office,Both,Georgia,Savannah,31405,"1050 Carl Griffin Drive
Savannah, GA 31405","1050 Carl Griffin Drive
Savannah, GA 31405",, (912) 652-7634,https://sheriff.chathamcountyga.gov/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lee County Sheriff,Sheriff Office,Both,Florida,Fort Myers,33912,"14750 Six Mile Cypress Parkway, Fort Myers, FL 33912 ","14750 Six Mile Cypress Parkway, Fort Myers, FL 33912 ",,239-477-1000 ,"https://www.sheriffleefl.org/
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Burleigh County Sheriff's Department,Sheriff Office,Both,North Dakota,Bismarck,58501," 514 E Thayer Ave, Bismarck, ND 58501"," 514 E Thayer Ave, Bismarck, ND 58501",,(701) 222-6651,https://www.burleigh.gov/departments/sheriffs-department/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Itasca County Jail,Sheriff Office,Both,Minnesota ,Grand Rapids,55744,"108 NE 5th St, Grand Rapids, MN 55744","108 NE 5th St, Grand Rapids, MN 55744",,(218) 327-2875,"
https://www.sheriff.itascacountymn.gov/",,https://www.sheriff.itascacountymn.gov/inmateSearch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hall County Sheriff,Sheriff Office,Both,Nebraska,Grand Island,68801,"111 Public Safety Dr, Grand Island, NE 68801","111 Public Safety Dr, Grand Island, NE 68801",,(308) 385-5200,"https://www.hallcountyne.gov/government/sheriff/index.php",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Yuba County Sheriff's Department
",Sheriff Office,Both,California,Marysville,95901,"720 Yuba St, Marysville, CA 95901","720 Yuba St, Marysville, CA 95901",,(530) 749-7777,https://www.yuba.gov/departments/sheriff-coroner/index.php,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Coffee County Sheriff's Office,Sheriff Office,Both,Georgia,Douglas,31535,"825 Thompson Dr, Douglas, GA 31535","825 Thompson Dr, Douglas, GA 31535",,(912) 384-4227,https://www.coffeesheriffga.gov/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chittenden County Sheriff,Sheriff Office,Both,Vermont ,South Burlington,/05403," 70 Ethan Allen Dr, South Burlington, VT 05403"," 70 Ethan Allen Dr, South Burlington, VT 05403",,(802) 863-4341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sarpy County Jail,County Jail,Both,Nebraska,Papillion,68046,"1206 Golden Gate Dr, Papillion, NE 68046","1206 Golden Gate Dr, Papillion, NE 68046",, (402) 949-3876,https://www.sarpy.gov/441/Department-of-Corrections,https://www.sarpy.gov/473/Inmate-Mail-Property,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tama County Sheriff's Office,Sheriff Office,Both,Iowa,Toledo,52342,"100 N Main St, Toledo, IA 52342","PO Box 34
Toledo, IA. 52342",,(641) 484-3760,https://www.tamacountysheriff.org/,https://www.jailexchange.com/city-and-county-jails/iowa/tama-county/tama-county-jail/mail-an-inmate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rockingham County Sheriff's Office,Sheriff Office,Both,North Carolina,Reidsville,27320,"130 Justice Center Drive
Reidsville, NC 27320","130 Justice Center Drive
Reidsville, NC 27320",,336-634-3232,https://www.rockinghamcountync.gov/21086/detention-center,https://www.rockinghamcountync.gov/21446/send-moneyletter-to-inmates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Clackamas County Sheriff's Office
",Sheriff Office,Both,Oregon,Clackamas ,97015,"9101 SE SUNNYBROOK BLVD,
CLACKAMAS, OR 97015","9101 SE SUNNYBROOK BLVD,
CLACKAMAS, OR 97015
",,"(503) 785-5000","https://www.clackcosheriff.us/",https://www.clackcosheriff.us/mail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fresno County Sheriff's Office,Sheriff Office,Both,California,Fresno,93721,"2200 Fresno St, Fresno, CA 93721","PO Box 872
Fresno, CA 93712
",,(559) 600-3111,https://www.fresnosheriff.org/,"
https://www.fresnosheriff.org/jail/inmate-mail.html",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
